lab beshe za queue



Да се имплементира класа CellularNetwork во кој се чуваат информации за една мобилна мрежа. Да се имплементираат следните методи:

public CellularNetwork(String name, String[] cellIds, int[] capacities) - конструктор со аргументи името на мрежата, низа од идентификатори на базните станици во мрежата и капацитет на повици за секоја од базните станици соодветно
public void makeCall(String cellId, String number) throws CellFullException - метод за креирање повик од даден број number во базна станица со дадено cellId. Притоа ако е исполнет капацитетот за дадената базна станица да се фрли исклучок од тип CellFullException со порака: CellFullException: {cell_id}. Креирањето нов повик треба да биде со комлексност O(logN) за N вкупно базни станици.
public void handover(String number, String fromCellId, String toCellId) throws CellFullException - метод за префрлање повик од даден број number од една базна станица fromCellId во друга toCellid. Во овој повик исто така може да се случи и фрли исклучок CellFulException ако е исполнет капацитетот на базната станица во која треба да се префрли повикот. Комплексноста на овој метод треба да биде O(logN) за N вкупно базни станици.
public void load() - за печатење за информациите за секоја базна станица, подредени лексикографски во однос на идентификаторот на базната станица. За секоја базна станица се печти (пример):
ID: {id}
cell-4 078744181
cell-6 075792835
cell-9 070759142
cell-3 071569811
cell-0 070405154
cell-5 075407763
cell-3 078180219
cell-8 077785601
cell-11 075266823
cell-12 076110915
cell-7 078482517
cell-2 077486472
cell-5 078910455
cell-12 078534640
cell-12 078017267
cell-8 076885275
cell-3 075486180
cell-7 076296393
cell-1 070686864
cell-3 078698077
cell-3 077837389
cell-11 078473523
cell-8 078139851
cell-4 070947963
cell-10 070195799
cell-0 071253651
cell-7 077094909
cell-2 071724602
cell-4 070007528
cell-3 070828915
cell-6 077263014
cell-10 077276449
cell-11 076403671
cell-8 071005558
cell-6 076781768
cell-3 078248736
cell-3 078881943
cell-9 078992082
cell-8 077146081
cell-7 070796697
cell-4 071922530
cell-7 071639310
cell-3 076415059
cell-10 076532259
cell-7 070316676
cell-8 070458009
cell-9 070004311
cell-10 071483014
cell-0 075752481
cell-2 071388271
cell-1 076241700
cell-8 077305991
cell-5 070575116
cell-1 071913324
cell-4 077114475
cell-5 077643997
cell-2 076206471
cell-8 075981654
cell-8 078597302
cell-1 076848901
cell-2 075992107
cell-1 070150773
cell-4 076748611
cell-0 070818687
cell-8 078289636
cell-4 070350947
cell-5 075343488
cell-7 078027919
cell-6 070040376
cell-3 071976213
cell-11 070849566
cell-9 075392512
cell-6 071281219
cell-8 075716273
cell-5 070323353
cell-8 071024444
cell-7 077755786
cell-11 075710684
cell-3 075163085
cell-7 077428338
cell-3 070424763
cell-5 070694886
cell-3 077193061
cell-0 077500132
cell-9 075202837
cell-12 071284142
cell-10 076234076
cell-6 075873978
cell-3 070146385
cell-4 070036091
cell-0 078283135
cell-8 070885727
cell-0 070898394
cell-8 077448814
cell-0 070374409
cell-12 070152703
cell-6 070168340
cell-3 071362213
cell-10 071105419
cell-6 077362619
cell-1 077878760
cell-5 071114646
cell-10 075561325
cell-12 075467046
cell-8 078615866
cell-12 076047326
cell-5 078153795
cell-0 070183074
cell-5 078733420
cell-5 077597983
cell-9 075071132
cell-0 077584310
cell-6 071640772
cell-11 075889025
cell-1 078575495
cell-4 075990971
cell-3 070837311
cell-5 075690895
cell-11 070385578
cell-10 070144571
cell-12 071518753
cell-3 078440202
cell-0 070019101
cell-7 077365910
cell-6 078894198
cell-11 077594916
cell-1 078275090
cell-5 076254701
cell-6 077954062
cell-4 075027042
cell-12 075645658
cell-4 071775154
cell-9 071164722
cell-1 077500385
cell-10 078243710
cell-11 076639513
cell-9 070141797
cell-7 075685644
cell-9 071388976
cell-11 070458071
cell-11 070969271
cell-9 076055723
cell-10 071863138
cell-1 076860630
cell-2 071422609
cell-12 076237828
cell-2 070345532
cell-5 075637310
cell-10 076210785
cell-2 076734410
cell-0 078452918
cell-10 077120357
cell-12 071464421
cell-11 078391251
cell-7 070565965
cell-5 070328685
cell-11 078422606
cell-0 071078986
cell-6 076658075
cell-10 070653035
cell-4 077117554
cell-11 078138676
cell-9 071308316
cell-11 071354288
cell-3 078422797
cell-1 076416262
cell-8 078996760
cell-10 076215870
cell-4 078286907
cell-4 075409879
cell-10 070978111
cell-5 075919824
cell-11 071098132
cell-12 071586869
cell-10 070313696
cell-0 075679501
cell-3 071185119
cell-4 075656867
cell-3 077772570
cell-7 077695010
cell-8 070797365
cell-4 070983023
cell-5 076358621
cell-1 076899300
cell-12 076523362
cell-8 070829120
cell-12 076284725
cell-3 076063172
cell-5 070717538
cell-3 071190981
cell-5 070693868
cell-12 071630052
cell-3 076718376
cell-7 077387602
cell-7 071162466
cell-4 070409325
cell-6 078103726
cell-12 071333194
cell-1 078612077
cell-6 077873663
cell-2 078575011
cell-1 076689806
cell-4 077093233
cell-0 071078155
cell-2 070136103
62
071640772 cell-6 cell-7
075685644 cell-7 cell-8
076899300 cell-1 cell-2
071639310 cell-7 cell-8
077193061 cell-3 cell-4
071320920 cell-0 cell-1
076707709 cell-11 cell-12
070007528 cell-4 cell-5
076981213 cell-3 cell-4
075358940 cell-6 cell-7
078888494 cell-9 cell-10
075628531 cell-9 cell-10
076308844 cell-9 cell-10
077954062 cell-6 cell-7
075628531 cell-10 cell-11
075637310 cell-5 cell-6
070818687 cell-0 cell-1
078575495 cell-1 cell-2
071354288 cell-11 cell-12
075990971 cell-4 cell-5
071190981 cell-3 cell-4
070004311 cell-9 cell-10
070316676 cell-7 cell-8
078779310 cell-11 cell-12
076784732 cell-0 cell-1
075266823 cell-11 cell-12
070797365 cell-8 cell-9
070759142 cell-9 cell-10
070058434 cell-1 cell-2
070892766 cell-8 cell-9
077146081 cell-8 cell-9
070796697 cell-7 cell-8
077659477 cell-6 cell-7
077835995 cell-8 cell-9
076210785 cell-10 cell-11
078615866 cell-8 cell-9
075266823 cell-12 cell-0
070759142 cell-10 cell-11
070892766 cell-9 cell-10
071098132 cell-11 cell-12
070686864 cell-1 cell-2
070146385 cell-3 cell-4
078243710 cell-10 cell-11
077093233 cell-4 cell-5
078222571 cell-0 cell-1
071388271 cell-2 cell-3
076718376 cell-3 cell-4
075229803 cell-3 cell-4
070582459 cell-10 cell-11
075054032 cell-5 cell-6
076628770 cell-9 cell-10
075710684 cell-11 cell-12
076047326 cell-12 cell-0
070166441 cell-11 cell-12
078286907 cell-4 cell-5
078160840 cell-0 cell-1
070717538 cell-5 cell-6
071602445 cell-11 cell-12
070019101 cell-0 cell-1
077834717 cell-2 cell-3
075637310 cell-6 cell-7
077155515 cell-9 cell-10
18
071690066
077263014
070978111
070759142
070686864
078306973
076237828
076781768
078248736
076977582
076403671
075637310
078612077
076063172
071005558
075992107
070101894
075710684
----- Making calls -----
CellFullException: cell-6
CellFullException: cell-6
CellFullException: cell-6
CellFullException: cell-6
CellFullException: cell-6
CellFullException: cell-6
CellFullException: cell-6
CellFullException: cell-6
CellFullException: cell-6
CellFullException: cell-5
CellFullException: cell-6
CellFullException: cell-6
----- Making handovers -----
CellFullException: cell-5
CellFullException: cell-5
CellFullException: cell-6
===== Find numbers =====
071690066 : cell-12
077263014 : cell-6
070978111 : cell-10
070759142 : cell-9 -> cell-10 -> cell-11
070686864 : cell-1 -> cell-2
078306973 : cell-0
076237828 : cell-12
076781768 : cell-6
078248736 : cell-3
076977582 : cell-10
076403671 : cell-11
075637310 : cell-5 -> cell-6 -> cell-7
078612077 : cell-1
076063172 : cell-3
071005558 : cell-8
075992107 : cell-2
070101894 : cell-10
075710684 : cell-11 -> cell-12
===== Load =====
ID: cell-0
***** 58.54%
ID: cell-1
******* 71.79%
ID: cell-10
**** 40.00%
ID: cell-11
**** 47.37%
ID: cell-12
*** 33.33%
ID: cell-2
** 20.43%
ID: cell-3
*** 30.77%
ID: cell-4
**** 48.39%
ID: cell-5
********* 96.15%
ID: cell-6
********* 93.33%
ID: cell-7
**** 46.94%
ID: cell-8
** 22.22%
ID: cell-9
******* 70.00%
----- Making calls -----
CellFullException: {cell-6}
CellFullException: {cell-6}
CellFullException: {cell-6}
CellFullException: {cell-6}
CellFullException: {cell-6}
CellFullException: {cell-6}
CellFullException: {cell-6}
CellFullException: {cell-6}
CellFullException: {cell-6}
CellFullException: {cell-5}
CellFullException: {cell-6}
CellFullException: {cell-6}

----- Making handovers -----
===== Find numbers =====
===== Load =====
T-Mobile
cell-0:79 cell-1:73 cell-2:78 cell-3:94 cell-4:71 cell-5:74
156
cell-5 078306755
cell-3 071815087
cell-4 077522557
cell-1 076209466
cell-2 078827963
cell-1 075616377
cell-2 076299415
cell-1 071982009
cell-1 076246029
cell-5 077613332
cell-5 070494009
cell-3 070012749
cell-0 077655233
cell-5 070237885
cell-0 078139387
cell-0 076528882
cell-3 071664730
cell-5 071120723
cell-3 077041851
cell-0 077428879
cell-1 076153472
cell-0 075946691
cell-4 071273514
cell-1 077799309
cell-5 076497074
cell-4 071905361
cell-0 078246688
cell-0 070869660
cell-5 077667911
cell-2 076554240
cell-2 076219373
cell-4 071351038
cell-1 075473376
cell-4 077387472
cell-1 075840505
cell-1 076783681
cell-2 077286974
cell-2 071528735
cell-0 071896111
cell-4 071336173
cell-0 077164734
cell-3 078177249
cell-0 071826783
cell-4 076553091
cell-0 078522461
cell-4 077503026
cell-1 078756802
cell-2 077320564
cell-5 071592599
cell-1 077171412
cell-5 077762057
cell-4 075820591
cell-1 077326409
cell-3 075430889
cell-4 077770054
cell-1 078627655
cell-0 078262122
cell-5 077048954
cell-2 071181463
cell-2 078322718
cell-2 076036982
cell-4 077567856
cell-0 070344145
cell-4 075607406
cell-3 071090645
cell-0 078831321
cell-1 077267431
cell-2 077383260
cell-1 070829484
cell-4 078573925
cell-5 077862689
cell-0 071636177
cell-0 071579070
cell-3 071445580
cell-3 071572381
cell-0 071026929
cell-1 077406670
cell-0 071722580
cell-4 076532433
cell-4 070527469
cell-0 070439494
cell-1 071489043
cell-2 078423962
cell-2 076733951
cell-4 078406806
cell-0 075937248
cell-1 078305428
cell-5 070313085
cell-0 077547587
cell-2 070322446
cell-4 077882929
cell-0 075667168
cell-2 076066452
cell-2 078166117
cell-4 078931834
cell-3 076925715
cell-1 071675880
cell-2 075979247
cell-3 071648836
cell-1 078083369
cell-3 075727792
cell-1 075501460
cell-3 076960550
cell-1 078235632
cell-1 078901951
cell-2 070853801
cell-0 076635737
cell-0 077603506
cell-0 070095330
cell-1 075643429
cell-3 078607946
cell-2 070700046
cell-3 077030254
cell-0 075365196
cell-1 078713242
cell-3 070903984
cell-3 078632431
cell-5 071296784
cell-1 076113666
cell-5 078041912
cell-1 075020816
cell-2 070436013
cell-0 076701991
cell-3 071131288
cell-1 078364571
cell-2 077175888
cell-0 077614050
cell-4 076688610
cell-2 078068893
cell-2 077985841
cell-3 071680666
cell-2 070300330
cell-1 076590904
cell-3 075374806
cell-1 076624834
cell-4 078395183
cell-1 071041149
cell-0 070037337
cell-4 076321433
cell-3 071010396
cell-4 071395460
cell-3 075548208
cell-4 078802478
cell-0 070322163
cell-3 077407741
cell-3 075117357
cell-5 071582925
cell-2 075408911
cell-1 070947598
cell-4 071049947
cell-4 075788708
cell-0 071163153
cell-1 077633694
cell-3 075112387
cell-2 076050722
cell-5 076793259
61
071664730 cell-3 cell-4
071680666 cell-3 cell-4
078246688 cell-0 cell-1
077407741 cell-3 cell-4
076246029 cell-1 cell-2
078522461 cell-0 cell-1
070947598 cell-1 cell-2
070037337 cell-0 cell-1
071592599 cell-5 cell-0
071163153 cell-0 cell-1
070494009 cell-5 cell-0
077614050 cell-0 cell-1
070436013 cell-2 cell-3
071905361 cell-4 cell-5
075112387 cell-3 cell-4
070237885 cell-5 cell-0
071905361 cell-5 cell-0
071163153 cell-1 cell-2
075946691 cell-0 cell-1
078802478 cell-4 cell-5
071579070 cell-0 cell-1
077613332 cell-5 cell-0
070700046 cell-2 cell-3
077633694 cell-1 cell-2
075667168 cell-0 cell-1
070037337 cell-1 cell-2
076528882 cell-0 cell-1
076299415 cell-2 cell-3
078068893 cell-2 cell-3
078322718 cell-2 cell-3
077603506 cell-0 cell-1
076209466 cell-1 cell-2
076246029 cell-2 cell-3
075548208 cell-3 cell-4
077406670 cell-1 cell-2
076688610 cell-4 cell-5
075616377 cell-1 cell-2
075365196 cell-0 cell-1
078306755 cell-5 cell-0
076036982 cell-2 cell-3
075727792 cell-3 cell-4
077655233 cell-0 cell-1
071049947 cell-4 cell-5
071636177 cell-0 cell-1
070527469 cell-4 cell-5
077614050 cell-1 cell-2
078827963 cell-2 cell-3
077320564 cell-2 cell-3
075548208 cell-4 cell-5
076036982 cell-3 cell-4
077406670 cell-2 cell-3
075727792 cell-4 cell-5
070037337 cell-2 cell-3
077030254 cell-3 cell-4
077326409 cell-1 cell-2
077171412 cell-1 cell-2
076497074 cell-5 cell-0
077428879 cell-0 cell-1
076688610 cell-5 cell-0
078423962 cell-2 cell-3
078522461 cell-1 cell-2
24
071026929
078406806
070095330
071041149
071120723
070322446
075112387
078627655
075667168
077164734
078068893
071090645
077267431
076960550
070439494
076793259
076321433
070494009
070344145
071528735
076553091
075365196
077614050
077762057
----- Making calls -----
----- Making handovers -----
===== Find numbers =====
071026929 : cell-0
078406806 : cell-4
070095330 : cell-0
071041149 : cell-1
071120723 : cell-5
070322446 : cell-2
075112387 : cell-3 -> cell-4
078627655 : cell-1
075667168 : cell-0 -> cell-1
077164734 : cell-0
078068893 : cell-2 -> cell-3
071090645 : cell-3
077267431 : cell-1
076960550 : cell-3
070439494 : cell-0
076793259 : cell-5
076321433 : cell-4
070494009 : cell-5 -> cell-0
070344145 : cell-0
071528735 : cell-2
076553091 : cell-4
075365196 : cell-0 -> cell-1
077614050 : cell-0 -> cell-1 -> cell-2
077762057 : cell-5
===== Load =====
ID: cell-0
*** 31.65%
ID: cell-1
**** 47.95%
ID: cell-2
*** 33.33%
ID: cell-3
*** 30.85%
ID: cell-4
*** 36.62%
ID: cell-5
** 20.27%
----- Making calls -----

----- Making handovers -----
CellFullException: {cell-1}
===== Find numbers =====
===== Load =====
VIP
cell-0:56 cell-1:58 cell-2:83 cell-3:41 cell-4:28 cell-5:24 cell-6:93 cell-7:96 cell-8:18 cell-9:95
311
cell-4 070830284
cell-5 070179628
cell-0 075155709
cell-0 078112872
cell-6 076148953
cell-4 070847274
cell-4 075220391
cell-2 071352753
cell-2 075155971
cell-7 076716648
cell-2 070044296
cell-2 077486543
cell-7 078447792
cell-7 075215160
cell-4 078719648
cell-0 077053133
cell-0 077747500
cell-2 070354042
cell-3 078640709
cell-9 071491605
cell-5 071638633
cell-9 078108954
cell-0 077157209
cell-2 070439020
cell-7 077862238
cell-3 075238898
cell-2 070010527
cell-1 077684028
cell-2 070549701
cell-5 075618914
cell-9 078904594
cell-8 075029198
cell-5 077870742
cell-7 070532737
cell-6 077230321
cell-4 070332799
cell-9 078957784
cell-3 077104917
cell-6 070896512
cell-4 075145557
cell-0 078446059
cell-0 076127042
cell-2 078331070
cell-9 075074369
cell-3 078849997
cell-2 070184934
cell-9 070569571
cell-0 070368253
cell-6 071200950
cell-1 077908346
cell-7 076858018
cell-9 076571287
cell-8 075068861
cell-4 075222942
cell-4 076085578
cell-0 078829467
cell-7 078182782
cell-7 075328130
cell-2 078063045
cell-9 077899861
cell-8 071367806
cell-4 070169097
cell-9 071572166
cell-6 076125763
cell-4 077674173
cell-2 077347952
cell-3 075755584
cell-1 070593062
cell-4 076060445
cell-8 078602432
cell-2 070581387
cell-3 070892628
cell-2 077195286
cell-5 071128985
cell-0 078194913
cell-2 076315102
cell-6 077625057
cell-3 076394254
cell-5 077633835
cell-1 071731968
cell-7 075325595
cell-9 078566566
cell-3 070778580
cell-0 070968480
cell-6 078244280
cell-7 075527869
cell-5 078396643
cell-5 070078560
cell-9 078906736
cell-3 078733196
cell-0 077630555
cell-8 076226911
cell-1 078542674
cell-1 075859527
cell-3 078224081
cell-3 078053186
cell-1 077778077
cell-7 070928600
cell-4 070161671
cell-9 078947261
cell-0 075604890
cell-3 078806960
cell-1 077804485
cell-6 076003701
cell-1 078097242
cell-5 071072177
cell-1 070049908
cell-1 078488307
cell-0 078835420
cell-4 078759643
cell-0 076686007
cell-9 070359157
cell-2 070734913
cell-3 077579271
cell-3 078400726
cell-4 070873837
cell-0 071100308
cell-7 077727868
cell-0 076050041
cell-5 070502338
cell-7 071933263
cell-6 071210824
cell-8 071896161
cell-6 071273978
cell-7 070144594
cell-3 077891898
cell-7 078472571
cell-5 070529369
cell-6 077146392
cell-8 075889886
cell-0 078932962
cell-2 076043725
cell-8 075308755
cell-5 075866292
cell-0 075935052
cell-8 071387437
cell-4 076601823
cell-5 070251689
cell-6 075452693
cell-8 075501415
cell-6 076399072
cell-0 076364933
cell-9 077460783
cell-1 078126402
cell-4 075279366
cell-5 078369630
cell-3 075161889
cell-8 078782209
cell-6 076357462
cell-2 078816954
cell-1 076015755
cell-4 070470433
cell-6 071117364
cell-7 070292037
cell-6 070128891
cell-7 076218614
cell-6 071196496
cell-0 076981416
cell-1 076697576
cell-8 076348553
cell-9 078878608
cell-5 075222876
cell-7 078794064
cell-2 078740717
cell-9 076988567
cell-4 077540837
cell-5 078430649
cell-0 075185073
cell-2 077556936
cell-2 070483820
cell-8 078560138
cell-0 077067068
cell-4 076217844
cell-8 076790209
cell-0 077843317
cell-9 077029125
cell-1 070921455
cell-3 078519948
cell-7 077069872
cell-7 075711353
cell-9 077493617
cell-7 078725688
cell-0 071926284
cell-2 077048154
cell-4 077200384
cell-3 075905882
cell-1 070126956
cell-2 078655319
cell-2 078810585
cell-7 071594175
cell-2 077414067
cell-8 075855517
cell-6 070940321
cell-5 078410948
cell-7 077907457
cell-3 070882649
cell-9 070105388
cell-0 076124605
cell-1 078370943
cell-2 075256314
cell-1 070479100
cell-8 077479151
cell-5 075514656
cell-4 070681062
cell-0 070571466
cell-9 076743698
cell-3 070626133
cell-3 077164538
cell-0 077384326
cell-6 071086969
cell-8 075050276
cell-4 071131441
cell-0 077666345
cell-7 070378842
cell-6 070536517
cell-5 071278018
cell-8 075740059
cell-6 071591527
cell-9 076716912
cell-2 078832888
cell-4 076523733
cell-9 070167266
cell-3 071800566
cell-5 076418987
cell-5 075698937
cell-5 076274827
cell-3 078648632
cell-3 070593100
cell-2 071239912
cell-2 071290588
cell-1 070571839
cell-9 078838866
cell-2 071084323
cell-2 071761905
cell-2 076389197
cell-5 075972961
cell-0 078677294
cell-5 071177075
cell-9 070994308
cell-5 078967084
cell-6 075083784
cell-1 078810492
cell-1 070745840
cell-5 078735189
cell-9 070757032
cell-6 071962135
cell-0 070816953
cell-7 078956089
cell-5 075799885
cell-6 076608776
cell-3 075441811
cell-9 070979329
cell-5 076742363
cell-1 075613087
cell-4 077076585
cell-2 071376282
cell-2 076103480
cell-6 076316209
cell-8 071658466
cell-3 076976924
cell-2 076579302
cell-7 076065675
cell-9 077366860
cell-2 071712680
cell-2 070309686
cell-6 078007565
cell-1 078182724
cell-3 070738462
cell-5 075658786
cell-4 071244736
cell-6 075138002
cell-4 077974714
cell-2 075442664
cell-5 071491912
cell-1 076054185
cell-3 070022295
cell-4 071298483
cell-9 076598993
cell-2 070896359
cell-7 078193713
cell-4 076878112
cell-4 076294434
cell-1 070732088
cell-3 070267553
cell-1 071157978
cell-2 077465348
cell-1 076149100
cell-9 077178181
cell-2 070114135
cell-2 075925852
cell-0 075904201
cell-1 077823177
cell-1 076284341
cell-7 071012986
cell-6 075206517
cell-8 070931969
cell-6 077372496
cell-6 078308801
cell-3 071546297
cell-1 070221973
cell-3 076294792
cell-6 076155197
cell-8 075041998
cell-1 070230533
cell-3 078004219
cell-4 071747412
cell-2 075014913
cell-8 076130324
cell-1 077074235
cell-1 070996634
cell-7 078431610
84
070359157 cell-9 cell-0
078947261 cell-9 cell-0
078794064 cell-7 cell-8
075041998 cell-8 cell-9
071012986 cell-7 cell-8
078602432 cell-8 cell-9
075441811 cell-3 cell-4
077414067 cell-2 cell-3
078097242 cell-1 cell-2
077076585 cell-4 cell-5
071100308 cell-0 cell-1
075222942 cell-4 cell-5
070681062 cell-4 cell-5
078097242 cell-2 cell-3
070105388 cell-9 cell-0
076284341 cell-1 cell-2
071896161 cell-8 cell-9
071239912 cell-2 cell-3
070757032 cell-9 cell-0
075859527 cell-1 cell-2
078396643 cell-5 cell-6
070230533 cell-1 cell-2
078396643 cell-6 cell-7
076523733 cell-4 cell-5
077727868 cell-7 cell-8
070359157 cell-0 cell-1
078733196 cell-3 cell-4
077074235 cell-1 cell-2
075613087 cell-1 cell-2
078108954 cell-9 cell-0
077899861 cell-9 cell-0
070626133 cell-3 cell-4
070179628 cell-5 cell-6
076686007 cell-0 cell-1
075527869 cell-7 cell-8
078655319 cell-2 cell-3
078447792 cell-7 cell-8
077178181 cell-9 cell-0
076274827 cell-5 cell-6
078430649 cell-5 cell-6
076274827 cell-6 cell-7
076598993 cell-9 cell-0
075527869 cell-8 cell-9
070549701 cell-2 cell-3
076878112 cell-4 cell-5
075050276 cell-8 cell-9
075155709 cell-0 cell-1
076217844 cell-4 cell-5
070896512 cell-6 cell-7
070816953 cell-0 cell-1
071594175 cell-7 cell-8
071896161 cell-9 cell-0
070368253 cell-0 cell-1
078396643 cell-7 cell-8
075068861 cell-8 cell-9
071210824 cell-6 cell-7
070581387 cell-2 cell-3
077747500 cell-0 cell-1
078947261 cell-0 cell-1
078472571 cell-7 cell-8
077230321 cell-6 cell-7
076050041 cell-0 cell-1
077048154 cell-2 cell-3
075799885 cell-5 cell-6
070979329 cell-9 cell-0
076394254 cell-3 cell-4
075658786 cell-5 cell-6
076315102 cell-2 cell-3
071367806 cell-8 cell-9
078878608 cell-9 cell-0
078794064 cell-8 cell-9
077104917 cell-3 cell-4
077366860 cell-9 cell-0
078308801 cell-6 cell-7
078542674 cell-1 cell-2
078806960 cell-3 cell-4
077076585 cell-5 cell-6
077727868 cell-8 cell-9
071367806 cell-9 cell-0
075935052 cell-0 cell-1
077633835 cell-5 cell-6
078835420 cell-0 cell-1
070010527 cell-2 cell-3
077843317 cell-0 cell-1
21
078849997
075866292
071117364
078832888
078829467
075859527
070332799
071367806
070439020
070994308
071131441
078733196
075256314
077747500
071298483
076418987
070078560
070738462
077230321
076217844
070251689
----- Making calls -----
CellFullException: cell-5
CellFullException: cell-5
CellFullException: cell-5
CellFullException: cell-5
CellFullException: cell-8
CellFullException: cell-5
CellFullException: cell-5
CellFullException: cell-4
CellFullException: cell-8
CellFullException: cell-8
CellFullException: cell-4
CellFullException: cell-8
----- Making handovers -----
CellFullException: cell-8
CellFullException: cell-8
CellFullException: cell-4
CellFullException: cell-5
CellFullException: cell-5
CellFullException: cell-5
CellFullException: cell-8
===== Find numbers =====
078849997 : cell-3
075866292 : cell-5
071117364 : cell-6
078832888 : cell-2
078829467 : cell-0
075859527 : cell-1 -> cell-2
070332799 : cell-4
071367806 : cell-8 -> cell-9 -> cell-0
070439020 : cell-2
070994308 : cell-9
071131441 : cell-4
078733196 : cell-3 -> cell-4
075256314 : cell-2
077747500 : cell-0 -> cell-1
071298483 : cell-4
076418987 : cell-5
070078560 : cell-5
070738462 : cell-3
077230321 : cell-6 -> cell-7
076217844 : cell-4 -> cell-5
070251689 : cell-5
===== Load =====
ID: cell-0
***** 58.93%
ID: cell-1
****** 65.52%
ID: cell-2
**** 49.40%
ID: cell-3
******** 85.37%
ID: cell-4
********* 96.43%
ID: cell-5
********* 91.67%
ID: cell-6
*** 35.48%
ID: cell-7
** 28.13%
ID: cell-8
******** 88.89%
ID: cell-9
** 26.32%
----- Making calls -----
CellFullException: {cell-5}
CellFullException: {cell-5}
CellFullException: {cell-5}
CellFullException: {cell-5}
CellFullException: {cell-8}
CellFullException: {cell-5}
CellFullException: {cell-5}
CellFullException: {cell-4}
CellFullException: {cell-8}
CellFullException: {cell-8}
CellFullException: {cell-4}
CellFullException: {cell-8}

----- Making handovers -----
CellFullException: {cell-0}
CellFullException: {cell-6}
===== Find numbers =====
===== Load =====
Sprint
